player,team,market,line,over_price,under_price,book,event,game_time,home_team,away_team,is_ladder
Chase Edmonds,WAS,Anytime TD,,2800.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Lawrence Cager,NYG,Anytime TD,,1900.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Dak Prescott,DAL,Anytime TD,,420.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Jacory Croskey-Merritt,WAS,Anytime TD,,200.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Ben Sinnott,WAS,Anytime TD,,600.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Treylon Burks,WAS,Anytime TD,,460.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Deebo Samuel Sr.,WAS,Anytime TD,,245.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Chris Moore,WAS,Anytime TD,,900.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Jeremy McNichols,WAS,Anytime TD,,500.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
John Bates,WAS,Anytime TD,,625.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Terry McLaurin,WAS,Anytime TD,,210.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Chris Rodriguez Jr.,WAS,Anytime TD,,120.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
CeeDee Lamb,DAL,Anytime TD,,110.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Kavontae Turpin,DAL,Anytime TD,,310.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Jonathan Mingo,DAL,Anytime TD,,600.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Luke Schoonmaker,DAL,Anytime TD,,725.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Malik Davis,DAL,Anytime TD,,235.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Brevyn Spann-Ford,DAL,Anytime TD,,1100.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
George Pickens,DAL,Anytime TD,,110.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Hunter Luepke,DAL,Anytime TD,,1900.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Javonte Williams,DAL,Anytime TD,,-168.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Jake Ferguson,DAL,Anytime TD,,150.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Dallas Cowboys Def/ST,DAL,Anytime TD,,500.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Javonte Williams (DAL) - 1H,,Anytime TD,,150.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
CeeDee Lamb (DAL) - 1H,,Anytime TD,,240.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
George Pickens (DAL) - 1H,,Anytime TD,,260.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Chris Rodriguez Jr. (WAS) - 1H,,Anytime TD,,270.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Jake Ferguson (DAL) - 1H,,Anytime TD,,280.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Terry McLaurin (WAS) - 1H,,Anytime TD,,420.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Deebo Samuel (WAS) - 1H,,Anytime TD,,450.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
Jacory Croskey-Merritt (WAS) - 1H,,Anytime TD,,460.0,,Bovada,Dallas Cowboys @ Washington Commanders,1766685600000,Commanders,Cowboys,False
